""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000028063"	3501.03305538237	0.0153617069080294	0.281407938830324	0.0545887474670424	0.956466103612583	0.988112433797874
"ENSMUSG00000029093"	132.410110039488	0.0925876733110478	0.416287359903053	0.222412886455669	0.823992481092793	0.941818522215473
"ENSMUSG00000056144"	33.9093156691059	-0.766847985056868	0.684018494996677	-1.12109247142593	0.262248502964969	0.584267315861266
"ENSMUSG00000090215"	30.4563355608915	-0.526651712238721	0.597982535299601	-0.880714203425453	0.378472527192229	0.687667444733455
"ENSMUSG00000057735"	2.13649278719302	0.888741538565862	1.63599116953001	0.543243481455455	0.586962172492827	NA
"ENSMUSG00000024127"	891.917455067536	-0.149931809331972	0.266260814980823	-0.563101293529693	0.573365910730439	0.820080412420734
"ENSMUSG00000021803"	157.534746273183	-1.84608163654105	0.678600946906593	-2.7204230187954	0.00651984506760228	0.0821444804285141
"ENSMUSG00000034918"	12.8848959701505	2.20970153525137	0.998697240194084	2.21258400075477	0.0269263390708744	0.186787543481075
"ENSMUSG00000028952"	523.599227138776	-0.301180764927709	0.272325675333407	-1.10595802088428	0.268744689632957	0.589328173536481
"ENSMUSG00000020908"	78.6536411063929	2.1345901986358	0.554854243452888	3.84711881331596	0.000119515019205186	0.00499281441726706
"ENSMUSG00000074219"	12.8211856034335	-1.03602390598811	0.938807752514177	-1.1035527808687	0.26978718387325	0.59041855891605
"ENSMUSG00000074228"	13.3311006434885	-0.873327518819806	1.3202095225598	-0.661506756235544	0.508287383259473	0.780609259782354
